Ticker,Name,Sector,AssetClass,MarketValue,NotionalValue,Shares,Price,Location,Exchange,Currency,FXRate,MarketCurrency,AccrualDate,Weight
KR,KROGER,Consumer Staples,Equity,7806613.42,7806613.42,197786,39.47,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,7804052.25,7804052.25,19401,402.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
ES,EVERSOURCE ENERGY,Utilities,Equity,7763756,7763756,90025,86.24,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
FITB,FIFTH THIRD BANCORP,Financials,Equity,7758399.63,7758399.63,181653,42.71,United States,NASDAQ,USD,1,USD,,0.07
NUE,NUCOR CORP,Materials,Equity,7749458.88,7749458.88,77232,100.34,United States,New York Stock Exchange Inc.,USD,1,USD,,0.07
CPRT,COPART INC,Industrials,Equity,7684786.84,7684786.84,54962,139.82,United States,NASDAQ,USD,1,USD,,0.06
BLL,BALL CORP,Materials,Equity,7676719.92,7676719.92,84564,90.78,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,7675121.04,7675121.04,26952,284.77,United States,NASDAQ,USD,1,USD,,0.06
AME,AMETEK INC,Industrials,Equity,7533868.75,7533868.75,60625,124.27,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
PCAR,PACCAR INC,Industrials,Equity,7515721.36,7515721.36,89324,84.14,United States,NASDAQ,USD,1,USD,,0.06
DHI,D R HORTON INC,Consumer Discretionary,Equity,7485144.71,7485144.71,88237,84.83,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
OKE,ONEOK INC,Energy,Equity,7449283.26,7449283.26,117738,63.27,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
GLW,CORNING INC,Information Technology,Equity,7392625.9,7392625.9,200614,36.85,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
WEC,WEC ENERGY GROUP INC,Utilities,Equity,7366743.18,7366743.18,82791,88.98,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
WY,WEYERHAEUSER REIT,Real Estate,Equity,7355645,7355645,196675,37.4,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,7338735.1,7338735.1,42347,173.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
BBY,BEST BUY INC,Consumer Discretionary,Equity,7272374.66,7272374.66,65647,110.78,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,7217678.88,7217678.88,223596,32.28,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
ED,CONSOLIDATED EDISON INC,Utilities,Equity,7127177.85,7127177.85,93717,76.05,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
O,REALTY INCOME REIT CORP,Real Estate,Equity,7090049.88,7090049.88,103113,68.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
RSG,REPUBLIC SERVICES INC,Industrials,Equity,7032383.5,7032383.5,55570,126.55,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
LH,LABORATORY CORPORATION OF AMERICA,Health Care,Equity,7030640.23,7030640.23,25709,273.47,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,6976411.26,6976411.26,14041,496.86,United States,NASDAQ,USD,1,USD,,0.06
HSY,HERSHEY FOODS,Consumer Staples,Equity,6956672.4,6956672.4,38616,180.15,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
DVN,DEVON ENERGY CORP,Energy,Equity,6948797.8,6948797.8,178220,38.99,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
KSU,KANSAS CITY SOUTHERN,Industrials,Equity,6876593.16,6876593.16,23987,286.68,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
ALB,ALBEMARLE CORP,Materials,Equity,6858533.9,6858533.9,30665,223.66,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
LEN,LENNAR A CORP,Consumer Discretionary,Equity,6818696.9,6818696.9,71738,95.05,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,6740428.5,6740428.5,43425,155.22,United States,NASDAQ,USD,1,USD,,0.06
HES,HESS CORP,Energy,Equity,6599208.76,6599208.76,73949,89.24,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
IT,GARTNER INC,Information Technology,Equity,6597711.2,6597711.2,21533,306.4,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,Equity,6570458.61,6570458.61,91779,71.59,United States,New York Stock Exchange Inc.,USD,1,USD,,0.06
LNG,CHENIERE ENERGY INC,Energy,Equity,6485522.61,6485522.61,61761,105.01,United States,Nyse Mkt Llc,USD,1,USD,,0.05
URI,UNITED RENTALS INC,Industrials,Equity,6479761.05,6479761.05,19089,339.45,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
NTRS,NORTHERN TRUST CORP,Financials,Equity,6292704.18,6292704.18,54313,115.86,United States,NASDAQ,USD,1,USD,,0.05
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,6204161.28,6204161.28,53968,114.96,United States,NASDAQ,USD,1,USD,,0.05
VFC,VF CORP,Consumer Discretionary,Equity,6146367.6,6146367.6,85012,72.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,6090656.88,6090656.88,386463,15.76,United States,NASDAQ,USD,1,USD,,0.05
VIAC,VIACOMCBS INC CLASS B,Communication,Equity,6006129.72,6006129.72,152556,39.37,United States,NASDAQ,USD,1,USD,,0.05
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,5990639.46,5990639.46,30538,196.17,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,5983225.71,5983225.71,75441,79.31,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
VMC,VULCAN MATERIALS,Materials,Equity,5984188.96,5984188.96,35102,170.48,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
DLTR,DOLLAR TREE INC,Consumer Discretionary,Equity,5942783.21,5942783.21,61033,97.37,United States,NASDAQ,USD,1,USD,,0.05
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,5932998.9,5932998.9,30435,194.94,United States,NASDAQ,USD,1,USD,,0.05
DOV,DOVER CORP,Industrials,Equity,5905054.98,5905054.98,37521,157.38,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,5850684.84,5850684.84,30316,192.99,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
PPL,PPL CORP,Utilities,Equity,5801974.08,5801974.08,203721,28.48,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
HAL,HALLIBURTON,Energy,Equity,5774668.53,5774668.53,235797,24.49,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
DTE,DTE ENERGY,Utilities,Equity,5753775.45,5753775.45,50485,113.97,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
IP,INTERNATIONAL PAPER,Materials,Equity,5733531.04,5733531.04,103718,55.28,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
KEY,KEYCORP,Financials,Equity,5718421.8,5718421.8,252135,22.68,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
KMX,CARMAX INC,Consumer Discretionary,Equity,5718048,5718048,42880,133.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,5660991.34,5660991.34,16222,348.97,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,5653392.04,5653392.04,16969,333.16,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
VTR,VENTAS REIT INC,Real Estate,Equity,5620420.4,5620420.4,102004,55.1,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
CERN,CERNER CORP,Health Care,Equity,5580845.9,5580845.9,78937,70.7,United States,NASDAQ,USD,1,USD,,0.05
EIX,EDISON INTERNATIONAL,Utilities,Equity,5572039.2,5572039.2,98760,56.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
AEE,AMEREN CORP,Utilities,Equity,5571039.6,5571039.6,67446,82.6,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
WAT,WATER CORP,Health Care,Equity,5567194.52,5567194.52,16306,341.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
RF,REGIONS FINANCIAL CORP,Financials,Equity,5543757.6,5543757.6,255120,21.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
VRSN,VERISIGN INC,Information Technology,Equity,5481056.88,5481056.88,26104,209.97,United States,NASDAQ,USD,1,USD,,0.05
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,5385843.52,5385843.52,64796,83.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
ETR,ENTERGY CORP,Utilities,Equity,5363272.64,5363272.64,52294,102.56,United States,New York Stock Exchange Inc.,USD,1,USD,,0.05
TRMB,TRIMBLE INC,Information Technology,Equity,5339046.69,5339046.69,65841,81.09,United States,NASDAQ,USD,1,USD,,0.05
NTAP,NETAPP INC,Information Technology,Equity,5320508.25,5320508.25,58953,90.25,United States,NASDAQ,USD,1,USD,,0.04
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,5310725.75,5310725.75,224555,23.65,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,5245001.65,5245001.65,66485,78.89,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
CLX,CLOROX,Consumer Staples,Equity,5229029.09,5229029.09,32533,160.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,5218584.84,5218584.84,10716,486.99,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
FE,FIRSTENERGY CORP,Utilities,Equity,5203154.88,5203154.88,145992,35.64,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,5185741.47,5185741.47,34671,149.57,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,5179688.1,5179688.1,107574,48.15,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,5174461.1,5174461.1,12214,423.65,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
DRE,DUKE REALTY REIT CORP,Real Estate,Equity,5171028.3,5171028.3,98778,52.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
BKR,BAKER HUGHES CLASS A,Energy,Equity,5159857.5,5159857.5,196566,26.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,5147855,5147855,30175,170.6,United States,NASDAQ,USD,1,USD,,0.04
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,5128045.56,5128045.56,44154,116.14,United States,NASDAQ,USD,1,USD,,0.04
COO,COOPER INC,Health Care,Equity,5116431.6,5116431.6,12756,401.1,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
GWW,WW GRAINGER INC,Industrials,Equity,5100395.82,5100395.82,12098,421.59,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
MTB,M&T BANK CORP,Financials,Equity,5034870.97,5034870.97,33739,149.23,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,5027564.64,5027564.64,57968,86.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
PKI,PERKINELMER INC,Health Care,Equity,5001192,5001192,29769,168,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
STE,STERIS,Health Care,Equity,4968729,4968729,22580,220.05,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
TECH,BIO TECHNE CORP,Health Care,Equity,4948232.55,4948232.55,10245,482.99,United States,NASDAQ,USD,1,USD,,0.04
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,4838884.38,4838884.38,142362,33.99,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
TER,TERADYNE INC,Information Technology,Equity,4758036.55,4758036.55,43865,108.47,United States,NASDAQ,USD,1,USD,,0.04
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,4743043.48,4743043.48,40966,115.78,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
RJF,RAYMOND JAMES INC,Financials,Equity,4715074.08,4715074.08,48871,96.48,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
ABC,AMERISOURCEBERGEN CORP,Health Care,Equity,4708440.8,4708440.8,39620,118.84,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,4704752.85,4704752.85,40215,116.99,United States,NASDAQ,USD,1,USD,,0.04
GPC,GENUINE PARTS,Consumer Discretionary,Equity,4679718.96,4679718.96,37688,124.17,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
HOLX,HOLOGIC INC,Health Care,Equity,4678900.24,4678900.24,66689,70.16,United States,NASDAQ,USD,1,USD,,0.04
QRVO,QORVO INC,Information Technology,Equity,4676981.1,4676981.1,29222,160.05,United States,NASDAQ,USD,1,USD,,0.04
CMS,CMS ENERGY CORP,Utilities,Equity,4585750.05,4585750.05,75635,60.63,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,4548597.45,4548597.45,32271,140.95,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
POOL,POOL CORP,Consumer Discretionary,Equity,4530086.19,4530086.19,10287,440.37,United States,NASDAQ,USD,1,USD,,0.04
MKL,MARKEL CORP,Financials,Equity,4505222.05,4505222.05,3547,1270.15,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
J,JACOBS ENGINEERING GROUP INC,Industrials,Equity,4491065.73,4491065.73,33699,133.27,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
AVY,AVERY DENNISON CORP,Materials,Equity,4467063.32,4467063.32,21746,205.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
PLUG,PLUG POWER INC,Industrials,Equity,4451850.65,4451850.65,132535,33.59,United States,NASDAQ,USD,1,USD,,0.04
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,4404562.5,4404562.5,81250,54.21,United States,NASDAQ,USD,1,USD,,0.04
TFX,TELEFLEX INC,Health Care,Equity,4380680.07,4380680.07,12357,354.51,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,4361492.55,4361492.55,48759,89.45,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,4318348.44,4318348.44,42287,102.12,United States,NASDAQ,USD,1,USD,,0.04
VTRS,VIATRIS INC,Health Care,Equity,4298722.4,4298722.4,321520,13.37,United States,NASDAQ,USD,1,USD,,0.04
UDR,UDR REIT INC,Real Estate,Equity,4297671.9,4297671.9,79074,54.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
TXT,TEXTRON INC,Industrials,Equity,4240819.66,4240819.66,59279,71.54,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,4219548.82,4219548.82,100922,41.81,United States,NASDAQ,USD,1,USD,,0.04
NUAN,NUANCE COMMUNICATIONS INC,Information Technology,Equity,4213727.56,4213727.56,76391,55.16,United States,NASDAQ,USD,1,USD,,0.04
AES,AES CORP,Utilities,Equity,4212805,4212805,175900,23.95,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
PCG,PG&E CORP,Utilities,Equity,4210615.5,4210615.5,401011,10.5,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
NVR,NVR INC,Consumer Discretionary,Equity,4171904.32,4171904.32,856,4873.72,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
IEX,IDEX CORP,Industrials,Equity,4164880.77,4164880.77,20211,206.07,United States,New York Stock Exchange Inc.,USD,1,USD,,0.04
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,4133765.97,4133765.97,10089,409.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
PWR,QUANTA SERVICES INC,Industrials,Equity,4133862,4133862,37242,111,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
OMC,OMNICOM GROUP INC,Communication,Equity,4104596.79,4104596.79,55251,74.29,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,4084051.92,4084051.92,123162,33.16,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
K,KELLOGG,Consumer Staples,Equity,4072156.9,4072156.9,66010,61.69,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,3967672.8,3967672.8,153192,25.9,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,3964207.5,3964207.5,25290,156.75,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,3953200.68,3953200.68,5577,708.84,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
ABMD,ABIOMED INC,Health Care,Equity,3928424.5,3928424.5,11690,336.05,United States,NASDAQ,USD,1,USD,,0.03
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,3893299.2,3893299.2,22720,171.36,United States,NASDAQ,USD,1,USD,,0.03
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,3861109.88,3861109.88,104836,36.83,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
EVRG,EVERGY INC,Utilities,Equity,3856990.5,3856990.5,61515,62.7,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
BRO,BROWN & BROWN INC,Financials,Equity,3854833.24,3854833.24,62548,61.63,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,3785548.41,3785548.41,45179,83.79,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
RGEN,REPLIGEN CORP,Health Care,Equity,3722536.13,3722536.13,14713,253.01,United States,NASDAQ,USD,1,USD,,0.03
MOS,MOSAIC,Materials,Equity,3703782.55,3703782.55,90935,40.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
NDSN,NORDSON CORP,Industrials,Equity,3703106.26,3703106.26,15526,238.51,United States,NASDAQ,USD,1,USD,,0.03
MAS,MASCO CORP,Industrials,Equity,3697365.23,3697365.23,65083,56.81,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
EMN,EASTMAN CHEMICAL,Materials,Equity,3689139.88,3689139.88,35534,103.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,3679601.18,3679601.18,47899,76.82,United States,NASDAQ,USD,1,USD,,0.03
CAH,CARDINAL HEALTH INC,Health Care,Equity,3662326.36,3662326.36,76714,47.74,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
LNT,ALLIANT ENERGY CORP,Utilities,Equity,3660748.22,3660748.22,66007,55.46,United States,NASDAQ,USD,1,USD,,0.03
CGNX,COGNEX CORP,Information Technology,Equity,3647870.15,3647870.15,45445,80.27,United States,NASDAQ,USD,1,USD,,0.03
WPC,W. P. CAREY REIT INC,Real Estate,Equity,3631102,3631102,47035,77.2,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
NLOK,NORTONLIFELOCK INC,Information Technology,Equity,3624586.68,3624586.68,144521,25.08,United States,NASDAQ,USD,1,USD,,0.03
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,3601038.08,3601038.08,10697,336.64,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
LUMN,LUMEN TECHNOLOGIES INC,Communication,Equity,3551814.48,3551814.48,293054,12.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
LNC,LINCOLN NATIONAL CORP,Financials,Equity,3519660.56,3519660.56,49496,71.11,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,3492520.2,3492520.2,156195,22.36,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
CCK,CROWN HOLDINGS INC,Materials,Equity,3456435.57,3456435.57,33817,102.21,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
WSM,WILLIAMS SONOMA INC,Consumer Discretionary,Equity,3433461.12,3433461.12,19728,174.04,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
JLL,JONES LANG LASALLE INC,Real Estate,Equity,3426139.57,3426139.57,13363,256.39,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
PTC,PTC INC,Information Technology,Equity,3401124.44,3401124.44,28183,120.68,United States,NASDAQ,USD,1,USD,,0.03
SJM,JM SMUCKER,Consumer Staples,Equity,3367997.26,3367997.26,27814,121.09,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,3365702.4,3365702.4,49120,68.52,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
MRO,MARATHON OIL CORP,Energy,Equity,3305652.29,3305652.29,209351,15.79,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,3298114.42,3298114.42,58654,56.23,United States,NASDAQ,USD,1,USD,,0.03
NVAX,NOVAVAX INC,Health Care,Equity,3269064.33,3269064.33,19647,166.39,United States,NASDAQ,USD,1,USD,,0.03
IRM,IRON MOUNTAIN INC,Real Estate,Equity,3246273.66,3246273.66,75041,43.26,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,3233272.6,3233272.6,67670,47.78,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
STLD,STEEL DYNAMICS INC,Materials,Equity,3205051.48,3205051.48,52516,61.03,United States,NASDAQ,USD,1,USD,,0.03
L,LOEWS CORP,Financials,Equity,3193931.52,3193931.52,56872,56.16,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,3189341.4,3189341.4,34860,91.49,United States,NASDAQ,USD,1,USD,,0.03
ATO,ATMOS ENERGY CORP,Utilities,Equity,3179424.8,3179424.8,34484,92.2,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
JKHY,JACK HENRY AND ASSOCIATES INC,Information Technology,Equity,3178939.4,3178939.4,19285,164.84,United States,NASDAQ,USD,1,USD,,0.03
INCY,INCYTE CORP,Health Care,Equity,3173367.08,3173367.08,49414,64.22,United States,NASDAQ,USD,1,USD,,0.03
PENN,PENN NATIONAL GAMING INC,Consumer Discretionary,Equity,3157146.3,3157146.3,42270,74.69,United States,NASDAQ,USD,1,USD,,0.03
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,3149084.76,3149084.76,74341,42.36,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,3148606.5,3148606.5,15882,198.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
QGEN,QIAGEN NV,Health Care,Equity,3147665.4,3147665.4,61358,51.3,Germany,New York Stock Exchange Inc.,USD,1,USD,,0.03
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,3144413.9,3144413.9,368630,8.53,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
FFIV,F5 NETWORKS INC,Information Technology,Equity,3141957.39,3141957.39,15807,198.77,United States,NASDAQ,USD,1,USD,,0.03
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,3139367.49,3139367.49,44893,69.93,United States,NASDAQ,USD,1,USD,,0.03
RHI,ROBERT HALF,Industrials,Equity,3120314.34,3120314.34,29487,105.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,3097195.4,3097195.4,42620,72.67,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
SNA,SNAP ON INC,Industrials,Equity,3094647.6,3094647.6,14520,213.13,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
PNR,PENTAIR,Industrials,Equity,3095050.78,3095050.78,44329,69.82,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
GGG,GRACO INC,Industrials,Equity,3088009.86,3088009.86,44483,69.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
AZPN,ASPEN TECHNOLOGY INC,Information Technology,Equity,3085940,3085940,18590,166,United States,NASDAQ,USD,1,USD,,0.03
CTXS,CITRIX SYSTEMS INC,Information Technology,Equity,3055209.52,3055209.52,32447,94.16,United States,NASDAQ,USD,1,USD,,0.03
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,3052603.32,3052603.32,188084,16.23,United States,NASDAQ,USD,1,USD,,0.03
IAC,IAC INTERACTIVE,Communication,Equity,3043225,3043225,20500,148.45,United States,NASDAQ,USD,1,USD,,0.03
EWBC,EAST WEST BANCORP INC,Financials,Equity,3020722.32,3020722.32,37464,80.63,United States,NASDAQ,USD,1,USD,,0.03
FMC,FMC CORP,Materials,Equity,2989422.8,2989422.8,33817,88.4,United States,New York Stock Exchange Inc.,USD,1,USD,,0.03
BWA,BORGWARNER INC,Consumer Discretionary,Equity,2953481.6,2953481.6,62680,47.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
HAS,HASBRO INC,Consumer Discretionary,Equity,2948697.25,2948697.25,33413,88.25,United States,NASDAQ,USD,1,USD,,0.02
FICO,FAIR ISAAC CORP,Information Technology,Equity,2923039.08,2923039.08,7358,397.26,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
CMA,COMERICA INC,Financials,Equity,2919258.45,2919258.45,35415,82.43,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
HSIC,HENRY SCHEIN INC,Health Care,Equity,2880380.92,2880380.92,37061,77.72,United States,NASDAQ,USD,1,USD,,0.02
TREX,TREX INC,Industrials,Equity,2858472.48,2858472.48,31312,91.29,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
DISH,DISH NETWORK CORP CLASS A,Communication,Equity,2828287.92,2828287.92,66831,42.32,United States,NASDAQ,USD,1,USD,,0.02
CSL,CARLISLE COMPANIES INC,Industrials,Equity,2818585.2,2818585.2,13577,207.6,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
RE,EVEREST RE GROUP LTD,Financials,Equity,2814160.68,2814160.68,10572,266.19,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,2775264.32,2775264.32,23416,118.52,United States,NASDAQ,USD,1,USD,,0.02
WRB,WR BERKLEY CORP,Financials,Equity,2756095.32,2756095.32,36212,76.11,United States,New York Stock Exchange Inc.,USD,1,USD,,0.02
