Ticker,Name,Sector,AssetClass,MarketValue,NotionalValue,Shares,Price,Location,Exchange,Currency,FXRate,MarketCurrency,AccrualDate,Weight
NXGN,NEXTGEN HEALTHCARE INC,Health Care,Equity,192182.4,192182.4,13346,14.4,United States,NASDAQ,USD,1,USD,,0
HTBK,HERITAGE COMMERCE CORP,Financials,Equity,191942.24,191942.24,16604,11.56,United States,NASDAQ,USD,1,USD,,0
GCO,GENESCO INC,Consumer Discretionary,Equity,189540.75,189540.75,3199,59.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0
WRLD,WORLD ACCEPTANCE CORP,Financials,Equity,189591.3,189591.3,989,191.7,United States,NASDAQ,USD,1,USD,,0
VIVO,MERIDIAN BIOSCIENCE INC,Health Care,Equity,188006.07,188006.07,10157,18.51,United States,NASDAQ,USD,1,USD,,0
HNGR,HANGER INC,Health Care,Equity,185216.66,185216.66,9682,19.13,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MBI,MBIA INC,Financials,Equity,186250.35,186250.35,15081,12.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TCX,TUCOWS INC,Information Technology,Equity,185180.43,185180.43,2311,80.13,United States,NASDAQ,USD,1,USD,,0
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate,Equity,184605.21,184605.21,3261,56.61,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FC,FRANKLIN COVEY,Industrials,Equity,182912.82,182912.82,4398,41.59,United States,New York Stock Exchange Inc.,USD,1,USD,,0
UBA,URSTADT BIDDLE PROPERTIES REIT INC,Real Estate,Equity,182823.6,182823.6,9304,19.65,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FORR,FORRESTER RESEARCH INC,Industrials,Equity,182002.35,182002.35,3651,49.85,United States,NASDAQ,USD,1,USD,,0
TDW,TIDEWATER INC,Energy,Equity,181536.52,181536.52,14227,12.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FLWS,1-800 FLOWERS.COM INC CLASS A,Consumer Discretionary,Equity,180493.1,180493.1,6322,28.55,United States,NASDAQ,USD,1,USD,,0
GRC,GORMAN-RUPP,Industrials,Equity,179229.12,179229.12,4768,37.59,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CLFD,CLEARFIELD INC,Information Technology,Equity,179125.59,179125.59,3423,52.33,United States,NASDAQ,USD,1,USD,,0
CAC,CAMDEN NATIONAL CORP,Financials,Equity,178751.16,178751.16,3738,47.82,United States,NASDAQ,USD,1,USD,,0
CTLP,CANTALOUPE INC,Information Technology,Equity,178968.37,178968.37,17159,10.43,United States,NASDAQ,USD,1,USD,,0
CSV,CARRIAGE SERVICES INC,Consumer Discretionary,Equity,177651.5,177651.5,3926,45.25,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CLAR,CLARUS CORP,Consumer Discretionary,Equity,176834.47,176834.47,6547,27.01,United States,NASDAQ,USD,1,USD,,0
PEBO,PEOPLES BANCORP INC,Financials,Equity,176577.16,176577.16,5494,32.14,United States,NASDAQ,USD,1,USD,,0
DXPE,DXP ENTERPRISES INC,Industrials,Equity,176320.8,176320.8,5442,32.4,United States,NASDAQ,USD,1,USD,,0
NOTV,INOTIV INC,Health Care,Equity,175659.54,175659.54,5039,34.86,United States,NASDAQ,USD,1,USD,,0
OSUR,ORASURE TECHNOLOGIES INC,Health Care,Equity,174578.39,174578.39,16331,10.69,United States,NASDAQ,USD,1,USD,,0
MTW,MANITOWOC INC,Industrials,Equity,173830.16,173830.16,9266,18.76,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CMTL,COMTECH TELECOMMUNICATIONS CORP,Information Technology,Equity,173696.25,173696.25,7635,22.75,United States,NASDAQ,USD,1,USD,,0
FFIC,FLUSHING FINANCIAL CORP,Financials,Equity,174184.73,174184.73,7603,22.91,United States,NASDAQ,USD,1,USD,,0
BMRC,BANK OF MARIN BANCORP,Financials,Equity,171331.24,171331.24,4523,37.88,United States,NASDAQ,USD,1,USD,,0
TRST,TRUSTCO BANK CORP,Financials,Equity,171436.96,171436.96,5288,32.42,United States,NASDAQ,USD,1,USD,,0
AMSWA,AMERICAN SOFTWARE INC CLASS A,Information Technology,Equity,170851.36,170851.36,6256,27.31,United States,NASDAQ,USD,1,USD,,0
IIIN,INSTEEL INDUSTRIES INC,Industrials,Equity,170087,170087,4306,39.5,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ANIK,ANIKA THERAPEUTICS INC,Health Care,Equity,169826.25,169826.25,4125,41.17,United States,NASDAQ,USD,1,USD,,0
OFIX,ORTHOFIX MEDICAL INC,Health Care,Equity,169214,169214,4636,36.5,United States,NASDAQ,USD,1,USD,,0
AROW,ARROW FINANCIAL CORP,Financials,Equity,168835.76,168835.76,4724,35.74,United States,NASDAQ,USD,1,USD,,0
BZH,BEAZER HOMES INC,Consumer Discretionary,Equity,169347.18,169347.18,9886,17.13,United States,New York Stock Exchange Inc.,USD,1,USD,,0
UEIC,UNIVERSAL ELECTRONICS INC,Consumer Discretionary,Equity,168046,168046,3650,46.04,United States,NASDAQ,USD,1,USD,,0
HAFC,HANMI FINANCIAL CORP,Financials,Equity,167777.76,167777.76,8508,19.72,United States,NASDAQ,USD,1,USD,,0
HWKN,HAWKINS INC,Materials,Equity,167077.12,167077.12,4501,37.12,United States,NASDAQ,USD,1,USD,,0
CTBI,COMMUNITY TRUST BANCORP INC,Financials,Equity,164954.16,164954.16,3864,42.69,United States,NASDAQ,USD,1,USD,,0
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples,Equity,164981.68,164981.68,1982,83.24,United States,NASDAQ,USD,1,USD,,0
CNR,CORNERSTONE BUILDING BRANDS INC,Industrials,Equity,164148.6,164148.6,11495,14.28,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SLP,SIMULATIONS PLUS INC,Health Care,Equity,162333.08,162333.08,4186,38.78,United States,NASDAQ,USD,1,USD,,0
RBCAA,REPUBLIC BANCORP INC CLASS A,Financials,Equity,162150.46,162150.46,3151,51.46,United States,NASDAQ,USD,1,USD,,0
GLT,GLATFELTER CORP,Materials,Equity,161249.28,161249.28,10498,15.36,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MBWM,MERCANTILE BANK CORP,Financials,Equity,161206.65,161206.65,4785,33.69,United States,NASDAQ,USD,1,USD,,0
HCKT,HACKETT GROUP INC,Information Technology,Equity,160643.25,160643.25,7933,20.25,United States,NASDAQ,USD,1,USD,,0
TRC,TEJON RANCH,Real Estate,Equity,159752.84,159752.84,8654,18.46,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CMO,CAPSTEAD MORTGAGE REIT CORP,Financials,Equity,160174.14,160174.14,23349,6.86,United States,New York Stock Exchange Inc.,USD,1,USD,,0
OSBC,OLD SECOND BANCORP INC,Financials,Equity,158734.36,158734.36,11989,13.24,United States,NASDAQ,USD,1,USD,,0
ALX,ALEXANDERS REIT INC,Real Estate,Equity,155713.6,155713.6,560,278.06,United States,New York Stock Exchange Inc.,USD,1,USD,,0
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary,Equity,155675.52,155675.52,1456,106.92,United States,NASDAQ,USD,1,USD,,0
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,Equity,154481.8,154481.8,35926,4.3,United States,New York Stock Exchange Inc.,USD,1,USD,,0
WMK,WEIS MARKETS INC,Consumer Staples,Equity,153812.36,153812.36,2756,55.81,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,Health Care,Equity,152497.69,152497.69,26801,5.69,United States,New York Stock Exchange Inc.,USD,1,USD,,0
YORW,YORK WATER,Utilities,Equity,152722.05,152722.05,3315,46.07,United States,NASDAQ,USD,1,USD,,0
RRD,RR DONNELLEY AND SONS,Industrials,Equity,151897.2,151897.2,23660,6.42,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TTI,TETRA TECHNOLOGIES INC,Energy,Equity,151973.78,151973.78,42098,3.61,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AMSC,AMERICAN SUPERCONDUCTOR CORP,Industrials,Equity,151851.8,151851.8,8980,16.91,United States,NASDAQ,USD,1,USD,,0
BFS,SAUL CENTERS REIT INC,Real Estate,Equity,151572.24,151572.24,3214,47.16,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SIGA,SIGA TECHNOLOGIES INC,Health Care,Equity,151170.74,151170.74,21382,7.07,United States,NASDAQ,USD,1,USD,,0
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary,Equity,148690.62,148690.62,4602,32.31,United States,New York Stock Exchange Inc.,USD,1,USD,,0
MITK,MITEK SYSTEMS INC,Information Technology,Equity,148635,148635,8100,18.35,United States,NASDAQ,USD,1,USD,,0
CHS,CHICOS FAS INC,Consumer Discretionary,Equity,149621.44,149621.44,32246,4.64,United States,New York Stock Exchange Inc.,USD,1,USD,,0
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate,Equity,148384,148384,4637,32,United States,New York Stock Exchange Inc.,USD,1,USD,,0
VERU,VERU INC,Consumer Staples,Equity,146220.8,146220.8,16616,8.8,United States,NASDAQ,USD,1,USD,,0
UTL,UNITIL CORP,Utilities,Equity,146586.6,146586.6,3441,42.6,United States,New York Stock Exchange Inc.,USD,1,USD,,0
GSBC,GREAT SOUTHERN BANCORP INC,Financials,Equity,146561,146561,2594,56.5,United States,NASDAQ,USD,1,USD,,0
FISI,FINANCIAL INSTITUTIONS INC,Financials,Equity,146627.76,146627.76,4646,31.56,United States,NASDAQ,USD,1,USD,,0
OSPN,ONESPAN INC,Information Technology,Equity,142660.26,142660.26,7038,20.27,United States,NASDAQ,USD,1,USD,,0
FRPH,FRP HOLDINGS INC,Real Estate,Equity,142861.2,142861.2,2533,56.4,United States,NASDAQ,USD,1,USD,,0
CASS,CASS INFORMATION SYSTEMS INC,Information Technology,Equity,143355.24,143355.24,3423,41.88,United States,NASDAQ,USD,1,USD,,0
MOV,MOVADO GROUP INC,Consumer Discretionary,Equity,143456.25,143456.25,4375,32.79,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BOOM,DMC GLOBAL INC,Energy,Equity,141928.85,141928.85,3605,39.37,United States,NASDAQ,USD,1,USD,,0
ATNI,ATN INTERNATIONAL INC,Communication,Equity,141402.16,141402.16,3082,45.88,United States,NASDAQ,USD,1,USD,,0
GERN,GERON CORP,Health Care,Equity,141485.63,141485.63,98941,1.43,United States,NASDAQ,USD,1,USD,,0
MOD,MODINE MANUFACTURING,Consumer Discretionary,Equity,141092.12,141092.12,11797,11.96,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FCBC,FIRST COMMUNITY BANKSHARES INC,Financials,Equity,140975.07,140975.07,4429,31.83,United States,NASDAQ,USD,1,USD,,0
OPY,OPPENHEIMER HOLDINGS NON VOTING IN,Financials,Equity,140212.68,140212.68,2811,49.88,United States,New York Stock Exchange Inc.,USD,1,USD,01/01/1970 00:00,0
BBSI,BARRETT BUSINESS SERVICES INC,Industrials,Equity,138871.81,138871.81,1751,79.31,United States,NASDAQ,USD,1,USD,,0
SRI,STONERIDGE INC,Consumer Discretionary,Equity,138882.3,138882.3,6855,20.26,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ALTO,ALTO INGREDIENTS INC,Energy,Equity,137142.06,137142.06,23727,5.78,United States,NASDAQ,USD,1,USD,,0
DGII,DIGI INTERNATIONAL INC,Information Technology,Equity,137807.32,137807.32,6482,21.26,United States,NASDAQ,USD,1,USD,,0
FLIC,FIRST OF LONG ISLAND CORP,Financials,Equity,135793.02,135793.02,6637,20.46,United States,NASDAQ,USD,1,USD,,0
AVD,AMER VANGUARD CORP,Materials,Equity,136297.56,136297.56,8862,15.38,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BHB,BAR HARBOR BANKSHARES,Financials,Equity,136089.27,136089.27,4831,28.17,United States,Nyse Mkt Llc,USD,1,USD,,0
INDT,INDUS REALTY TRUST INC,Real Estate,Equity,135881.73,135881.73,2061,65.93,United States,NASDAQ,USD,1,USD,,0
MCS,THE MARCUS CORP,Communication,Equity,134577.6,134577.6,7314,18.4,United States,New York Stock Exchange Inc.,USD,1,USD,,0
PCYO,PURE CYCLE CORP,Utilities,Equity,134735.84,134735.84,8648,15.58,United States,NASDAQ,USD,1,USD,,0
MLR,MILLER INDUSTRIES INC,Industrials,Equity,133279.02,133279.02,3969,33.58,United States,New York Stock Exchange Inc.,USD,1,USD,,0
PETS,PETMED EXPRESS INC,Consumer Discretionary,Equity,133257.4,133257.4,4910,27.14,United States,NASDAQ,USD,1,USD,,0
CIR,CIRCOR INTERNATIONAL INC,Industrials,Equity,133973.06,133973.06,4394,30.49,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DX,DYNEX CAPITAL REIT INC,Financials,Equity,132658.24,132658.24,7436,17.84,United States,New York Stock Exchange Inc.,USD,1,USD,,0
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,Equity,132830.55,132830.55,1613,82.35,United States,New York Stock Exchange Inc.,USD,1,USD,,0
UFCS,UNITED FIRE GROUP INC,Financials,Equity,132957.63,132957.63,5981,22.23,United States,NASDAQ,USD,1,USD,,0
REX,REX AMERICAN RESOURCES CORP,Energy,Equity,131765.76,131765.76,1548,85.12,United States,New York Stock Exchange Inc.,USD,1,USD,,0
FOSL,FOSSIL GROUP INC,Consumer Discretionary,Equity,131289.05,131289.05,10735,12.23,United States,NASDAQ,USD,1,USD,,0
CNXN,PC CONNECTION INC,Information Technology,Equity,131378.6,131378.6,3005,43.72,United States,NASDAQ,USD,1,USD,,0
LEU,CENTRUS ENERGY CORP CLASS A,Energy,Equity,130354.56,130354.56,2544,51.24,United States,Nyse Mkt Llc,USD,1,USD,,0
GIC,GLOBAL INDUSTRIAL,Industrials,Equity,130636.29,130636.29,3373,38.73,United States,New York Stock Exchange Inc.,USD,1,USD,,0
DSPG,DSP GROUP INC,Information Technology,Equity,129929.67,129929.67,5941,21.87,United States,NASDAQ,USD,1,USD,,0
DCO,DUCOMMUN INC,Industrials,Equity,129441.92,129441.92,2624,49.33,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ATRS,ANTARES PHARMA INC,Health Care,Equity,128923.41,128923.41,37587,3.43,United States,NASDAQ,USD,1,USD,,0
NAT,NORDIC AMERICAN TANKERS LTD,Energy,Equity,128476.4,128476.4,51805,2.48,United States,New York Stock Exchange Inc.,USD,1,USD,,0
RCKY,ROCKY BRANDS INC,Consumer Discretionary,Equity,128350,128350,2567,50,United States,NASDAQ,USD,1,USD,,0
AUD,AUDACY INC CLASS A,Communication,Equity,126799.56,126799.56,37404,3.39,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TPC,TUTOR PERINI CORP,Industrials,Equity,126756.42,126756.42,9758,12.99,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CENT,CENTRAL GARDEN AND PET,Consumer Staples,Equity,126652.5,126652.5,2598,48.75,United States,NASDAQ,USD,1,USD,,0
DHIL,DIAMOND HILL INVESTMENT GROUP INC,Financials,Equity,126152.7,126152.7,690,182.83,United States,NASDAQ,USD,1,USD,,0
UFPT,UFP TECHNOLOGIES INC,Materials,Equity,125983.26,125983.26,1989,63.34,United States,NASDAQ,USD,1,USD,,0
EBF,ENNIS INC,Industrials,Equity,123681.6,123681.6,6544,18.9,United States,New York Stock Exchange Inc.,USD,1,USD,,0
TR,TOOTSIE ROLL INDUSTRIES INC,Consumer Staples,Equity,123846.96,123846.96,3972,31.18,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ATRO,ASTRONICS CORP,Industrials,Equity,124583.55,124583.55,9127,13.65,United States,NASDAQ,USD,1,USD,,0
CATO,CATO CORP CLASS A,Consumer Discretionary,Equity,124768.95,124768.95,7361,16.95,United States,New York Stock Exchange Inc.,USD,1,USD,,0
ZIXI,ZIX CORP,Information Technology,Equity,124723.74,124723.74,16719,7.46,United States,NASDAQ,USD,1,USD,,0
ASXC,ASENSUS SURGICAL INC,Health Care,Equity,121860,121860,67700,1.8,United States,Nyse Mkt Llc,USD,1,USD,,0
IBCP,INDEPENDENT BANK CORP,Financials,Equity,121507.84,121507.84,5584,21.76,United States,NASDAQ,USD,1,USD,,0
AMOT,ALLIED MOTION TECHNOLOGIES INC,Industrials,Equity,120737.5,120737.5,3715,32.5,United States,NASDAQ,USD,1,USD,,0
THFF,FIRST FINANCIAL CORPORATION INDIAN,Financials,Equity,118975.4,118975.4,2810,42.34,United States,NASDAQ,USD,1,USD,,0
TG,TREDEGAR CORP,Materials,Equity,119704.49,119704.49,9677,12.37,United States,New York Stock Exchange Inc.,USD,1,USD,,0
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials,Equity,119706.46,119706.46,3781,31.66,United States,NASDAQ,USD,1,USD,,0
HT,HERSHA HOSPITALITY REIT TRUST CLAS,Real Estate,Equity,119792.75,119792.75,13475,8.89,United States,New York Stock Exchange Inc.,USD,1,USD,,0
NWLI,NATIONAL WESTERN LIFE GROUP INC CL,Financials,Equity,118138.32,118138.32,568,207.99,United States,NASDAQ,USD,1,USD,,0
KBAL,KIMBALL INTERNATIONAL INC CLASS B,Industrials,Equity,117308.79,117308.79,10597,11.07,United States,NASDAQ,USD,1,USD,,0
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary,Equity,116104.92,116104.92,1357,85.56,United States,New York Stock Exchange Inc.,USD,1,USD,,0
SCVL,SHOE CARNIVAL INC,Consumer Discretionary,Equity,116109.76,116109.76,3616,32.11,United States,NASDAQ,USD,1,USD,,0
BSRR,SIERRA BANCORP,Financials,Equity,116342.38,116342.38,4774,24.37,United States,NASDAQ,USD,1,USD,,0
CVM,CEL SCI CORP,Health Care,Equity,115145.1,115145.1,11190,10.29,United States,Nyse Mkt Llc,USD,1,USD,,0
CAMP,CALAMP CORP,Information Technology,Equity,114225.51,114225.51,11573,9.87,United States,NASDAQ,USD,1,USD,,0
TWI,TITAN INTERNATIONAL INC,Industrials,Equity,114778.6,114778.6,16756,6.85,United States,New York Stock Exchange Inc.,USD,1,USD,,0
EZPW,EZCORP NON VOTING INC CLASS A,Financials,Equity,113160,113160,13800,8.2,United States,NASDAQ,USD,1,USD,,0
USM,UNITED STATES CELLULAR CORP,Communication,Equity,110852.15,110852.15,3545,31.27,United States,New York Stock Exchange Inc.,USD,1,USD,,0
AXTI,AXT INC,Information Technology,Equity,109579.4,109579.4,13495,8.12,United States,NASDAQ,USD,1,USD,,0
LCTX,LINEAGE CELL THERAPEUTICS INC,Health Care,Equity,107940.14,107940.14,45353,2.38,United States,Nyse Mkt Llc,USD,1,USD,,0
INVE,IDENTIV INC,Information Technology,Equity,105987.95,105987.95,5683,18.65,United States,NASDAQ,USD,1,USD,,0
KOPN,KOPIN CORP,Information Technology,Equity,104830.32,104830.32,21704,4.83,United States,NASDAQ,USD,1,USD,,0
SPPI,SPECTRUM PHARMACEUTICALS INC,Health Care,Equity,104693.68,104693.68,53144,1.97,United States,NASDAQ,USD,1,USD,,0
QMCO,QUANTUM CORP,Information Technology,Equity,101487.24,101487.24,19442,5.22,United States,NASDAQ,USD,1,USD,,0
NVEC,NVE CORP,Information Technology,Equity,99687.07,99687.07,1553,64.19,United States,NASDAQ,USD,1,USD,,0
RUSHB,RUSH ENTERPRISES INC CLASS B,Industrials,Equity,99536.2,99536.2,2078,47.9,United States,NASDAQ,USD,1,USD,,0
EMKR,EMCORE CORP,Information Technology,Equity,96499.56,96499.56,13183,7.32,United States,NASDAQ,USD,1,USD,,0
REPX,RILEY EXPLORATION PERMIAN INC,Energy,Equity,91673.7,91673.7,3545,25.86,United States,Nyse Mkt Llc,USD,1,USD,,0
ICAD,ICAD INC,Health Care,Equity,82031.71,82031.71,7717,10.63,United States,NASDAQ,USD,1,USD,,0
NLS,NAUTILUS INC,Consumer Discretionary,Equity,80600.04,80600.04,8676,9.29,United States,New York Stock Exchange Inc.,USD,1,USD,,0
BTX,BROOKLYN IMMUNOTHERAPEUTICS INC,Health Care,Equity,57761.34,57761.34,6258,9.23,United States,Nyse Mkt Llc,USD,1,USD,,0
VIACA,VIACOMCBS INC CLASS A,Communication,Equity,54873,54873,1300,42.21,United States,NASDAQ,USD,1,USD,,0
AVNW,AVIAT NETWORKS INC,Information Technology,Equity,52970.88,52970.88,1761,30.08,United States,NASDAQ,USD,1,USD,,0
CNTY,CENTURY CASINOS INC,Consumer Discretionary,Equity,19006,19006,1300,14.62,United States,NASDAQ,USD,1,USD,,0
